CODE;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
PKH450;t Hol petgat langs N201;NL11;;;M27;135902;470366;;;plas_dras;;MACFTGBD_MACFTKRWOM;;KRW;;HYBI;;Veen;3230;3230-EAG-1;NL11_6_6
PKH451;t Hol petgat zuid west kant;NL11;;;M27;134022;469813;;;plas_dras;;MACFTGBD_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH452;t Hol wg tussen petgaten ;NL11;;;M27;134243;470351;;;lijnvormig;;MACFTGBD_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Water;3230;3230-EAG-1;NL11_6_6
GWZ004;veldwetering vanaf brug Wilnisse Zuwe;NL11;WVO031P;;M10;121836;464927;;;lijnvormig;;DIEPTE-FYCHEM_FYTPTKRWTT_KRWOCHEM_KRWOndCHEM;DIEPTE-FYCHEM_KRWOCHEM_KRWOndCHEM;KRW;KRW;FYCHEM_HYBI;FYCHEM;Veen;2510;2510-EAG-1;NL11_2_11
WVO031P;parent van WVO031;NL11;;;M10;121872;464923;;;lijnvormig;;;;;;;;Veen;47;2510-EAG-1;NL11_2_11
PKH003P;parent van PKH003;NL11;;;M27;134386;470961;;;lijnvormig;;;;;;;;Water;3230;3230-EAG-6;NL11_6_8
PKH045;middenop HilversKanaal bij brug khoefsedijk;NL11;PKH003P;;M27;134390;470931;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTGBD_FYTPTKRWOM_FYTPTKRWTT_KRWOndCHEM_NVP-defos_VAS;DIEPTE-FYCHEM_KRWOndCHEM_VASTHOWA;Evaluatie_KRW_Onderzoek_VMhoofdwatergangen;KRW_VMhoofdwatergangen;FYCHEM_HYBI;FYCHEM;Water;48;3230-EAG-6;NL11_6_8
NIJ158;noorderijplas zuidoostkant verondiepte deel;NL11;;;M20;119397;492644;;;plas;;MACFTGBD_MACFTKRWOM;;KRW;;HYBI;;Water;6100;6100-EAG-1;NL11_7_2
NIJ159;noorderijplas zuidwestkant verondiepte deel;NL11;;;M20;119275;492672;;;plas;;MACFTGBD_MACFTKRWOM;;KRW;;HYBI;;Water;52;6100-EAG-1;NL11_7_2
STE102;Steigereiland binnenwater, westkant;NL11;;;M3;127712;486177;;;plas;;MACFTGBD;;KRW;;HYBI;;Water;7060;7060-EAG-1;
VLB104;mafyt_LV langs volkstuin en Vliegenbos, Amsterdam Noord;NL11;;;M8;123879.5556;489009.9525;;;lijnvormig;;;;;;;;Bebouwing;42;6060-EAG-1;
VLB103;mafyt_LV zuidkant park Vliegenbos, Amsterdam Noord;NL11;;;M8;123911;489105;;;lijnvormig;;ADHOC_DIEPTE-FYCHEM;;Evaluatie;;FYCHEM;;Bebouwing;6060;6060-EAG-1;
PMW534;oostkant Reservaat WG ten zuiden van petgatwetering achter huisnr 25;NL11;;;M27;135338;461649;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3360-EAG-16;NL11_6_11
PMW535;Oostkant Reservaat WG tussen huisnr 23 en 25;NL11;;;M27;135417;461903;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3360;3360-EAG-16;NL11_6_11
PMW536;Oostkant Reservaat WG naast petgaten;NL11;;;M27;135360;462099;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT_MACFTN2000_VISTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3360-EAG-16;NL11_6_11
NAP286;mafyt_EZ Naardermeer, veertigmorgen (eag 4) NOdeel;NL11;;;M14;136704;478108;;;plas;;;;;;;;Water;3100;3100-EAG-4;NL11_4_1
PMW537;westkant Maarsseveense Zoddengebied, petgat achter oude dijk 46;NL11;;;M27;133962;462380;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3360-EAG-10;NL11_6_10
PMW538;ZOkant Maarsseveense Zodden, petgat langs Maarsseveensevaart;NL11;;;M27;133245;462454;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3360;3360-EAG-10;NL11_6_10
PWH163;;NL11;;;M8;125698.0746;476487.3409;;;;;MACFTGBD;;KRW;;HYBI;;Veen;2410;2410-EAG-2;
PWH164;;NL11;;;M8;126997.8191;475236.3674;;;;;MACFTGBD;;KRW;;HYBI;;Zware klei;46;2410-EAG-4;
PWH165;;NL11;;;M8;126943.8308;474852.1167;;;;;MACFTGBD;;KRW;;HYBI;;Zware klei;2410;2410-EAG-4;
PGW132;meetpunt vegetatie;NL11;;;M10;123128.3189;464923.8447;;;;;;;;;;;Veen;47;2510-EAG-1;NL11_2_11
PGW127;meetpunt vegetatie;NL11;;;M10;123212.4037;464578.351;;;;;;;;;;;Veen;2510;2510-EAG-1;NL11_2_11
PGW128;meetpunt vegetatie;NL11;;;M10;123036.9846;464448.9695;;;;;GWZ-POG-BC_MACFTGBD;;KRW_Onderzoek;;BODCHEM_HYBI;;Veen;47;2510-EAG-1;NL11_2_11
PGW129;meetpunt vegetatie;NL11;PGW129P;;M10;121912.0798;464500.8809;;;;;GWZ-POG-BC_MACFTGBD;;KRW_Onderzoek;;BODCHEM_HYBI;;Veen;2510;2510-EAG-1;NL11_2_11
PGW130;meetpunt vegetatie;NL11;;;M10;122160.6035;464109.8524;;;;;;;;;;;Veen;47;2510-EAG-1;NL11_2_11
PGW131;meetpunt vegetatie;NL11;;;M10;121584.5515;463962.929;;;;;;;;;;;Veen;2510;2510-EAG-1;NL11_2_11
PMW539;;NL11;;;M27;134498.0552;462687.0193;;;;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3360;3360-EAG-13;NL11_6_10
PMW540;;NL11;;;M27;134543.1172;462665.4392;;;;RH20190109: lijnvormige opname vanuit de boot;MACFTEM_MACFTN2000;;Evaluatie;;HYBI;;Water;48;3360-EAG-13;
PMW541;;NL11;;;M27;134410.9575;462731.2544;;;;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3360;3360-EAG-13;NL11_6_10
PGM194;2e sloot ten W van Botsholsedwarsweg 25;NL11;;;M1a;120464;472687;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Zware klei;2540;2540-EAG-1;NL11_2_7
PGM195;sloot ten O van Botsholsedwarsweg 9;NL11;;;M1a;122649;472702;;;lijnvormig;opgang via perceel tussen Botsholsedwarsweg 7 en 9;MACFTGBD;;KRW;;HYBI;;Veen;47;2540-EAG-1;NL11_2_7
PGM196;sloot ten W van Proostdijerdwarsweg 8;NL11;;;M1a;122550;472227;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen;2540;2540-EAG-1;NL11_2_7
PGM197;4e sloot ten W van Poelweg 2;NL11;;;M1a;121276;471175;;;lijnvormig;opgang via perceel lijkt mogelijk (niet over erf);MACFTGBD;;KRW;;HYBI;;Zware klei;47;2540-EAG-1;NL11_2_7
PGM198;ten Noorden van stuw van HoogWaterVoorziening;NL11;;;M1a;121429;470745;;;lijnvormig;via Cliffortweg 42 te bereiken;MACFTGBD;;KRW;;HYBI;;Zware klei;2540;2540-EAG-1;NL11_2_7
PGM199;2e watergang ten O van Waverveensepad 29;NL11;;;M1a;122309;470624;;;lijnvormig;via opgang tussen Waverveensepad 31B en 29 via weg achter erf van huisnr 29 (hoort bij SBB);MACFTGBD;;KRW;;HYBI;;Veen;47;2540-EAG-1;NL11_2_7
PGM200;2e sloot ten W van Provincialeweg 17;NL11;;;M1a;121333;469651;;;lijnvormig;rechtstreeks via perceel naast provincialeweg 17;MACFTGBD_VISKRW;;KRW;;HYBI;;Zware klei;2540;2540-EAG-1;NL11_2_7
PEB234;;NL11;;;M1a;119939.0933;471906.7314;;;;;MACFTGBD;;KRW;;HYBI;;Veen / Zware klei;47;2530-EAG-1;
PEB235;;NL11;;;M1a;117722.5685;471526.1275;;;;;MACFTGBD;;KRW;;HYBI;;Veen / Zware klei;2530;2530-EAG-1;
PKH031P;parent zwemstrand Wijde Blik;NL11;;;M20;132849.1575;471663.9079;;;plas;;;;;;;;Water;3230;3230-EAG-2;NL11_3_7
PMW007P;parent zwemstrand Maarsseveense plas;NL11;;;M20;133882;461871;;;plas;;;;;;;;Water;48;3360-EAG-11;NL11_3_8
PEB236;4e dwarssloot na tienboerenweg 4;NL11;;;M1a;118499;471255;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen / Zware klei;2530;2530-EAG-1;
NAP287;mafyt_EZ naardermeer, eag2, Grote Meer Noord, oostkant;NL11;;;M14;136499;479472;;;plas;;MACFTGBD_MACFTKRWOM_MACFTOZ;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Water;3100;3100-EAG-2;NL11_4_1
PMW542;hoge kant stuw, Kerkdijk 174, repr voor Westbroekse Zodden (EAG17);NL11;;;M27;135534.6669;463542.9525;;;lijnvormig;;DIEPTE-FYCHEM_NPARK-volgen;DIEPTE-FYCHEM_NPARK-volgen;Evaluatie;Evaluatie;FYCHEM;FYCHEM;Veen;48;3360-EAG-17;NL11_6_11
PKH453;kortehoef, open plek in bruggevaart voor jachthaven;NL11;;;M20;133923;470827;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT_MACFTOZ;;Evaluatie_KRW_Onderzoek;;HYBI;;Veen;3230;3230-EAG-2;NL11_3_7
NAP288;mafyt_EZ naardermeer, eag 4, veertigmorgen, noordkant bij rietoever;NL11;;;M14;136471;478134;;;plas;;MACFTGBD_MACFTKRWOM_MACFTOZ;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Water;48;3100-EAG-4;NL11_4_1
OBT161;mafyt_OBT petgat zuidwestkant EAG 2;NL11;;;;136029;465452;;;plas_dras;;MACEVKRWTT_MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;48;3302-EAG-2;NL11_6_9
HMP032;hoge kant stuw Snieplaan, repr voor EAG 1 (incl natte teelt);NL11;;;M1a;135301;473570;;;lijnvormig;via pad op dijk ingang landhek naast middenweg 162a;DIEPTE-FYCHEM_NATTETEELT_NVP-defos;DIEPTE-FYCHEM_NATTETEELT_NVP-defos;Evaluatie_Onderzoek;Evaluatie_Onderzoek;FYCHEM;FYCHEM;Veen;48;3220-EAG-1;
GWV105P;parent uitlaat DFI Vinkeveen;NL11;;KGM00514;;123358;468231;;;lijnvormig;;;;;;;;Veen;2500;2500-EAG-1;
GWV104P;parent Inlaat DFI Vinkeveen;NL11;;KGM00514;;123461;468175;;;lijnvormig;;;;;;;;Veen;47;2500-EAG-1;
HMP033;Korremof Oost, natte teelt, Hereweg boerderij, Ankeveen;NL11;;;M1a;135633;473809;;;lijnvormig;via damhek bij schuur/opslag Hereweg, mogelijk vee (en schrikdraad) aanwezig;DIEPTE-FYCHEM_NATTETEELT;;Evaluatie;;FYCHEM;;Veen;3220;3220-EAG-1;
BKP222;;NL11;;;;119849.3966;477274.8667;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Zware klei;2120;2120-EAG-1;NL11_2_8
BKP223;;NL11;;;;118932.1461;476343.6902;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Lichte klei;46;2120-EAG-1;NL11_2_8
BKP224;;NL11;;;;118811.9192;475832.1614;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Lichte klei;2120;2120-EAG-1;NL11_2_8
BKP225;;NL11;;;;118798.1609;475689.2861;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Lichte klei;46;2120-EAG-1;NL11_2_8
BKP226;;NL11;;;;119045.1234;475597.7666;;;lijnvormig;;VISKRW;;KRW;;HYBI;;Zware klei;2120;2120-EAG-1;NL11_2_8
BKP227;;NL11;;;;117859.7943;474702.5691;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Lichte klei;46;2120-EAG-1;NL11_2_8
BKP228;;NL11;;;;117641.8831;473758.6609;;;plas;;historieVIS;;Onderzoek;;HYBI;;Veen / Zware klei;2120;2120-EAG-1;NL11_2_8
BKP229;;NL11;;;;117645.111;473738.9706;;;plas;;historieVIS;;Onderzoek;;HYBI;;Veen / Zware klei;46;2120-EAG-1;NL11_2_8
BKP230;;NL11;;;;117854.4497;473693.0388;;;plas;;historieVIS;;Onderzoek;;HYBI;;Zware klei / Lichte klei;2120;2120-EAG-1;NL11_2_8
BKP231;;NL11;;;;117963.0482;473682.859;;;plas;;historieVIS;;Onderzoek;;HYBI;;Zware klei / Lichte klei;46;2120-EAG-1;NL11_2_8
UHP175;;NL11;;;;115704.9416;472644.0194;;;plas;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-6;
UHP176;;NL11;;;;115685.2701;472680.0077;;;plas;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-6;
UHP177;;NL11;;;;115300.1136;472232.4271;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-4;
UHP178;;NL11;;;;115311.3584;472361.7425;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-4;
UHP179;;NL11;;;;115479.5862;472139.1745;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-4;
UHP180;;NL11;;;;115452.4081;472022.493;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-4;
UHP181;;NL11;;;;115618.58;472032.825;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-4;
UHP182;;NL11;;;;115619.6119;472096.0341;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-4;
UHP183;;NL11;;;;116174.4354;471610.9549;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-4;
UHP184;;NL11;;;;115131.3135;471519.3559;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-4;
UHP186;;NL11;;;;115115.9782;471518.9591;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-4;
UHP185;;NL11;;;;115245.6905;471638.5377;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-4;
UHP187;;NL11;;;;114877.0387;471329.898;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-4;
UHP188;;NL11;;;;113414.2522;471609.582;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-6;
UHP189;;NL11;;;;113387.6046;471608.4773;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-6;
UHP190;;NL11;;;;113022.9926;471523.7752;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-1;
UHP191;;NL11;;;;112978.0063;471158.9928;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-1;
UHP194;;NL11;;;;111364.376;470712.5679;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-1;
UHP192;;NL11;;;;111268.4468;470620.6514;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-1;
UHP193;;NL11;;;;110515.0673;469903.7725;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-2;
UHP195;;NL11;;;;110629.2194;469986.4152;;;lijnvormig;;historieVIS_MACFTGBD;MACFTGBD;KRW_Onderzoek;KRW;HYBI;HYBI;Veen;2140;2140-EAG-2;
UHP196;;NL11;;;;110304.3325;469407.4087;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-2;
UHP197;;NL11;;;;110046.5253;469335.1542;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-2;
UHP198;;NL11;;;;110134.2626;469381.0476;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;46;2140-EAG-2;
UHP199;;NL11;;;;110068.2489;469334.547;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Veen;2140;2140-EAG-2;
SBI076;als SBI010 op 1.75 m tbv perifyton;NL11;SBI010P;;M20;116234;486509;;;plas;;PERIFYTON;;Onderzoek;;FYCHEM;;Water;521;8070-EAG-1;NL11_3_1
SBI077;als SBI010 op 3.5 m tbv perifyton;NL11;SBI010P;;M20;116234;486509;;;plas;;PERIFYTON;;Onderzoek;;FYCHEM;;Water;8070;8070-EAG-1;NL11_3_1
SBI078;als SBI010 op 7 m tbv perifyton;NL11;SBI010P;;M20;116234;486509;;;plas;;PERIFYTON;;Onderzoek;;FYCHEM;;Water;521;8070-EAG-1;NL11_3_1
BKP232;;NL11;;;;117875.9838;474773.0119;;;lijnvormig;;historieVIS;;Onderzoek;;HYBI;;Lichte klei;2120;2120-EAG-1;NL11_2_8
NYA010;Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam;NL11;NYA002P;;M30;122878;487339;;;lijnvormig;;DIEPTE-FYCHEM_ZWEM;DIEPTE-FYCHEM_ZWEM;Zwemwater;Zwemwater;FYCHEM;FYCHEM;Bebouwing;50;6000-EAG-10;
NYA002P;parent zwemloc Marineterrein;NL11;;;M30;122924;487333;;;lijnvormig;vanaf boardwalk doodlopend stuk;;;;;;;Bebouwing;6000;6000-EAG-10;
GRV005;sGravelandsevaart bij meerkade Perifyton aan de kant;NL11;;;M6a;135562;477067;;;lijnvormig;;PERIFYTON;;Onderzoek;;FYCHEM;;Zware klei;48;4000-EAG-1;NL11_2_2
GRP007;sGravelandsevaart klapbrug Hereweg Perifyton aan de kant;NL11;;;M6a;136809.08;473442.6669;;;lijnvormig;;PERIFYTON;;Onderzoek;;FYCHEM;;Zand;4250;4250-EAG-2;NL11_2_2
KMS004;Karnemelksloot brug in Melkmeent Perifyton aan de kant;NL11;;;M6a;137047;476354;;;lijnvormig;;PERIFYTON;;Onderzoek;;FYCHEM;;Veen;48;4000-EAG-3;NL11_2_2
LVO006;Loenderveenseplas (NW) Perifyton aan de kant;NL11;;;M27;132433;469999;;;plas;;PERIFYTON;;Onderzoek;;FYCHEM;;Water;3320;3320-EAG-4;NL11_5_3
PMW081;Nedereindsevaart voor inlaat Molenpolder na uitlaat Westbroekse Zodden;NL11;;;M27;136308;464499;;;lijnvormig;;DIEPTE-FYCHEM_KRWOndCHEM_NPARK-VS-natuurherstel_VASTINLA;DIEPTE-FYCHEM_NPARK-VS-natuurherstel_VASTINLA;Evaluatie_KRW_VMinlaatwater;Evaluatie_VMinlaatwater;FYCHEM;FYCHEM;Veen;48;3360-EAG-12;
ZUB002; wg ten noorden van parkeerplaats bij Ballorig Valburgdreef, Adam ZO, na duiker van schoonwatervoorziening;NL11;ZUB002P;;M1b;128460.9339;479444.7276;;;lijnvormig;;ADHOC_BODEMCHEMIE-BC_DIEPTE-FYCHEM_GAASPERPLAS;DIEPTE-FYCHEM_GAASPERPLAS;Evaluatie_Onderzoek;Evaluatie;BODCHEM_FYCHEM;FYCHEM;Veen;2220;2220-EAG-6;
ZUB003;brug oostkant spoor nabij Schovenhorstpad, Adam ZO, repr voor inlaat hogedijk (einde schoonwaterverbinding);NL11;ZUB003P;;M1b;126643;477690;;;lijnvormig;;ADHOC_BODEMCHEMIE-BC_DIEPTE-FYCHEM_GAASPERPLAS;DIEPTE-FYCHEM_GAASPERPLAS;Evaluatie_Onderzoek;Evaluatie;BODCHEM_FYCHEM;FYCHEM;Veen;46;2220-EAG-6;
GZK012;Blaricummermeent meest Noordelijke brug;NL11;;;;148212;478714;;;lijnvormig;;ADHOC_BLARICUMMERMEENT_DIEPTE-FYCHEM;BLARICUMMERMEENT_DIEPTE-FYCHEM;Evaluatie;Evaluatie;FYCHEM;FYCHEM;Lichte zavel;72;7020-EAG-2;
GZK013;hoge kant stuw, tussen stroom en delta in blaricummermeent;NL11;;;;147860;478220;;;lijnvormig;;ADHOC_BLARICUMMERMEENT_DIEPTE-FYCHEM_GZK-volgen;BLARICUMMERMEENT_DIEPTE-FYCHEM_GZK-volgen;Evaluatie;Evaluatie;FYCHEM;FYCHEM;Lichte klei;7020;7020-EAG-2;
MBP819;;NL11;;;M27;133832.9121;467281.6424;;;plas;;VISKRW;;KRW;;HYBI;;Water;48;3300-EAG-1;NL11_5_5
MBP820;;NL11;;;M27;131949.9658;464787.9483;;;plas;;VISKRW;;KRW;;HYBI;;Water;3300;3300-EAG-1;NL11_5_5
MBP821;;NL11;;;M27;132952.9926;466477.9872;;;plas;;MUY-slibmodel_VISKRW;;KRW_Onderzoek;;FYCHEM_HYBI;;Water;48;3300-EAG-1;NL11_5_5
MBP822;;NL11;;;M27;134190.9865;468330.9813;;;plas;;ADHOC_MUY-slibmodel_VISKRW;;Evaluatie_KRW_Onderzoek;;FYCHEM_HYBI;;Water;3300;3300-EAG-1;NL11_5_5
MBP823;;NL11;;;M27;134326.9844;467605.9537;;;plas;;VISKRW;;KRW;;HYBI;;Water;48;3300-EAG-1;NL11_5_5
MBP824;;NL11;;;M27;134006.9977;466893.9657;;;plas;;MUY-slibmodel_VISKRW;;KRW_Onderzoek;;FYCHEM_HYBI;;Water;3300;3300-EAG-1;NL11_5_5
MBP825;;NL11;;;M27;131722.0015;466682.9999;;;plas;;MUY-slibmodel_VISKRW;;KRW_Onderzoek;;FYCHEM_HYBI;;Water;48;3300-EAG-1;NL11_5_5
MBP826;;NL11;;;M27;130385.076;465973.8569;;;plas;;VISKRW;;KRW;;HYBI;;Water;3300;3300-EAG-3;NL11_5_6
MBP827;;NL11;;;M27;133561.6106;465528.5665;;;plas;;VISKRW;;KRW;;HYBI;;Water;48;3300-EAG-5;NL11_5_7
MBP828;;NL11;;;M10;135458.1336;465502.0129;;;lijnvormig;;VISKRW;;KRW;;HYBI;;Veen;3300;3300-EAG-13;NL11_6_1
HRE106;macrofyten_2019_langsPark;NL11;;;M3;128671;485405;;;lijnvormig;;historieMACFT_MACFTGBD;;KRW_Onderzoek;;HYBI;;Water;75;7050-EAG-1;
SBP017;Jachthaven Spiegelzicht Dammerweg 84 Nederhorst den Berg;NL11;;;M20;131964;476197;;;plas;;Overig-fychem_TOX_SIMONI_PS;;Onderzoek;;FYCHEM_TOX;;Water;3200;3200-EAG-1;NL11_3_6
PKH454;Jachthaven De Wijde Blick Moleneind 65 Kortenhoef;NL11;;;M20;133426;470227;;;plas;;Overig-fychem_TOX_SIMONI_PS;;Onderzoek;;FYCHEM_TOX;;Water;48;3230-EAG-2;NL11_3_7
OBT011;hoge kant stuw repr aflaat natuur naar Nedereindsevaart;NL11;;;M27;136725;464990;;;lijnvormig;;;;;;;;Veen;48;3302-EAG-1;NL11_6_9
PKH455;4e havenarm einde zuidoostkant Hilversumskanaal;NL11;;;M27;138483;470327;;;lijnvormig;;PKH-Hilversumskanaal-BC;;Onderzoek;;BODCHEM;;Bebouwing;48;3230-EAG-6;NL11_6_8
PKH456;3e havenarm einde noordoostkant Hilversumskanaal;NL11;;;M27;138455;470546;;;lijnvormig;;PKH-Hilversumskanaal-BC;;Onderzoek;;BODCHEM;;Water;3230;3230-EAG-6;NL11_6_8
PKH457;einde oostkant Hilversumskanaal nabij 1e loswal;NL11;;;M27;138448;470400;;;lijnvormig;;PKH-Hilversumskanaal-BC;;Onderzoek;;BODCHEM;;Water;48;3230-EAG-6;NL11_6_8
PKH458;Hilversumskanaal thv sportcomplex nabij Shell;NL11;;;M27;137664;470338;;;lijnvormig;;historieMACFT_MACFTGBD_MACFTN2000_PKH-Hilversumskanaal-BC;;Evaluatie_KRW_Onderzoek;;BODCHEM_HYBI;;Water;3230;3230-EAG-6;NL11_6_8
PKH459;Hilversumskanaal tussen kortehoefsevaart en kortehoefse plassen ;NL11;;;M27;134963;470695;;;lijnvormig;;PKH-Hilversumskanaal-BC;;Onderzoek;;BODCHEM;;Water;48;3230-EAG-6;NL11_6_8
GSW012;Diemerbos oostkant van fietspad;NL11;;;M8;129251;481626;;;lijnvormig;;ADHOC;;Evaluatie;;FYCHEM;;Veen;2310;2310-EAG-7;
GSW013;Diemerbos NOhoek oostkant kleine watergang langs fitespad;NL11;;;M8;129690.8887;481801.3806;;;lijnvormig;;ADHOC;;Evaluatie;;FYCHEM;;Veen;46;2310-EAG-8;
PGW003;hoge kant stuw opmaling reservaat Demmerik;NL11;;;M10;125228.2266;469549.35;;;plas_dras;;ADHOC_DIEPTE-FYCHEM_GWV-volgen;DIEPTE-FYCHEM_GWV-volgen;Evaluatie;Evaluatie;FYCHEM;FYCHEM;Veen;2500;2500-EAG-2;NL11_8_1
HIL014;Kastanjevijver Hilversum bij GWpomp (inlaat vijver);NL11;;;;140141;469176;;;plas;;ADHOC_DIEPTE-FYCHEM;;Evaluatie;;FYCHEM;;Bebouwing;5000;5000-EAG-7;
PGM201;3e sloot ten W van Proosdijkerdwarsweg 7 a-b;NL11;;;M1a;121374;471701;;;lijnvormig;;historieMACFT_MACFTGBD;;KRW_Onderzoek;;HYBI;;Zware klei;2540;2540-EAG-1;NL11_2_7
VEC022;zwemlocatie Lange Muiderweg nabij nr4 in Weesp;NL11;;;M7b;131790;480146;;;lijnvormig;;ADHOC_DIEPTE-FYCHEM_EXTZWEM;DIEPTE-FYCHEM_EXTZWEM;Evaluatie_Zwemwater;Zwemwater;FYCHEM;FYCHEM;Bebouwing;3000;3000-EAG-2;NL11_1_2
NAA1000;BodemChemieLoc 1_2013_BC;NL11;;;;139827;477575;;;lijnvormig;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Bebouwing;48;4000-EAG-7;NL11_2_2
NAA1001;BodemChemieLoc 2_2013_BC;NL11;;;;140616;478112;;;lijnvormig;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Zand;4000;4000-EAG-7;NL11_2_2
NAA1002;BodemChemieLoc 3_2013_BC;NL11;;;;140521;477824;;;lijnvormig;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Zand;48;4000-EAG-7;NL11_2_2
NAA1003;BodemChemieLoc 4_2013_BC;NL11;;;;140742;477804;;;lijnvormig;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Zand;4000;4000-EAG-7;NL11_2_2
NAA1004;BodemChemieLoc 5_2013_BC;NL11;;;;140790;477603;;;lijnvormig;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Bebouwing;48;4000-EAG-7;NL11_2_2
NAA1005;BodemChemieLoc 6_2013_BC;NL11;;;;140701;477494;;;lijnvormig;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Bebouwing;4000;4000-EAG-7;NL11_2_2
