CODE;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
PKH169;mp vegetatie Wijde Blik;NL11;;;M20;133195;471427;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH170;mp vegetatie Wijde Blik;NL11;;;M20;133288;471380;;;plas;;MACFTKRW_VASTECOMACFT_VISKRW;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH171;mp vegetatie Wijde Blik;NL11;;;M20;133389;471261;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH172;mp vegetatie Wijde Blik;NL11;;;M20;133445;471344;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH173;mp vegetatie Wijde Blik;NL11;;;M20;133531;471289;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH174;mp vegetatie Wijde Blik;NL11;;;M20;133479;471202;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH175;mp vegetatie Wijde Blik;NL11;;;M20;133335;470918;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH176;mp vegetatie Wijde Blik;NL11;;;M20;133246;470929;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH177;mp vegetatie Wijde Blik;NL11;;;M20;133359;470820;;;plas;;MACFTKRW_VASTECOMACFT_VISKRW;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH178;mp vegetatie Wijde Blik;NL11;;;M20;133234;470849;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH179;mp vegetatie Wijde Blik;NL11;;;M20;133285;470561;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH180;mp vegetatie Wijde Blik;NL11;;;M20;133300;470660;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH181;mp vegetatie Wijde Blik;NL11;;;M20;133385;470557;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH182;mp vegetatie Wijde Blik;NL11;;;M20;133394;470648;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH183;mp vegetatie Wijde Blik;NL11;;;M20;133075;470343;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH184;mp vegetatie Wijde Blik;NL11;;;M20;133042;470249;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH185;mp vegetatie Wijde Blik;NL11;;;M20;133133;470210;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH186;mp vegetatie Wijde Blik;NL11;;;M20;133144;470313;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH187;mp vegetatie Wijde Blik;NL11;;;M20;133066;469980;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH188;mp vegetatie Wijde Blik;NL11;;;M20;133098;470076;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH189;mp vegetatie Wijde Blik;NL11;;;M20;132973;470017;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH190;mp vegetatie Wijde Blik;NL11;;;M20;132996;470116;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH191;mp vegetatie Wijde Blik;NL11;;;M20;132714;471744;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_PERIFYTON_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;FYCHEM_HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH192;mp vegetatie Wijde Blik;NL11;;;M20;132676;471647;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH193;mp vegetatie Wijde Blik;NL11;;;M20;132624;471807;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH194;mp vegetatie Wijde Blik;NL11;;;M20;132582;471716;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH195;mp vegetatie Wijde Blik;NL11;;;M20;132322;471816;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH196;mp vegetatie Wijde Blik;NL11;;;M20;132392;471776;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH197;mp vegetatie Wijde Blik;NL11;;;M20;132281;471720;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH198;mp vegetatie Wijde Blik;NL11;;;M20;132324;471719;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH199;mp vegetatie Wijde Blik;NL11;;;M20;132006;471654;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH200;mp vegetatie Wijde Blik;NL11;;;M20;132041;471609;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH201;mp vegetatie Wijde Blik;NL11;;;M20;131912;471607;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH202;mp vegetatie Wijde Blik;NL11;;;M20;131960;471562;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH203;mp vegetatie Wijde Blik;NL11;;;M20;131454;471097;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH204;mp vegetatie Wijde Blik;NL11;;;M20;131558;471057;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH205;mp vegetatie Wijde Blik;NL11;;;M20;131416;471004;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH206;mp vegetatie Wijde Blik;NL11;;;M20;131516;470964;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH207;mp vegetatie Wijde Blik;NL11;;;M20;131806;470978;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH208;mp vegetatie Wijde Blik;NL11;;;M20;131817;470934;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH209;mp vegetatie Wijde Blik;NL11;;;M20;131706;470991;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH210;mp vegetatie Wijde Blik;NL11;;;M20;131702;470967;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH211;mp vegetatie Wijde Blik;NL11;;;M20;131357;470849;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH212;mp vegetatie Wijde Blik;NL11;;;M20;131451;470885;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH213;mp vegetatie Wijde Blik;NL11;;;M20;131392;470763;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH214;mp vegetatie Wijde Blik;NL11;;;M20;131496;470830;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH215;mp vegetatie Wijde Blik;NL11;;;M20;131755;470572;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH216;mp vegetatie Wijde Blik;NL11;;;M20;131764;470683;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH217;mp vegetatie Wijde Blik;NL11;;;M20;131838;470520;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH218;mp vegetatie Wijde Blik;NL11;;;M20;131894;470589;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH219;mp vegetatie Wijde Blik;NL11;;;M20;132064;470421;;;plas;;MACFTKRW_VASTECOMACFT_VISKRW;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH220;mp vegetatie Wijde Blik;NL11;;;M20;132126;470487;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH221;mp vegetatie Wijde Blik;NL11;;;M20;132149;470372;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH222;mp vegetatie Wijde Blik;NL11;;;M20;132174;470399;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH223;mp vegetatie Wijde Blik;NL11;;;M20;132432;470219;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH224;mp vegetatie Wijde Blik;NL11;;;M20;132447;470240;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH225;mp vegetatie Wijde Blik;NL11;;;M20;132523;470178;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH226;mp vegetatie Wijde Blik;NL11;;;M20;132540;470206;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH227;mp vegetatie Kortenh. Plassen;NL11;;;M27;135168;471703;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3230;3230-EAG-3;NL11_6_7
PKH228;mp vegetatie Kortenh. Plassen;NL11;;;M27;135091;471741;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Veen;48;3230-EAG-3;NL11_6_7
PKH229;mp vegetatie Kortenh. Plassen;NL11;;;M27;135050;471667;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3230;3230-EAG-3;NL11_6_7
PKH230;mp vegetatie Kortenh. Plassen;NL11;;;M27;135105;471650;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Veen;48;3230-EAG-3;NL11_6_7
PKH231;mp vegetatie Kortenh. Plassen;NL11;;;M27;134448;472158;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;3230;3230-EAG-3;NL11_6_7
PKH232;mp vegetatie Kortenh. Plassen;NL11;;;M27;134368;472242;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3230-EAG-3;NL11_6_7
PKH233;mp vegetatie Kortenh. Plassen;NL11;;;M27;134449;472311;;;plas_dras;;MACFTKRW_VISKRW;;KRW;;HYBI;;Water;3230;3230-EAG-3;NL11_6_7
PKH234;mp vegetatie Kortenh. Plassen;NL11;;;M27;134498;472243;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3230-EAG-3;NL11_6_7
PKH235;mp vegetatie Kortenh. Plassen;NL11;;;M27;134728;472196;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;3230;3230-EAG-3;NL11_6_7
PKH236;mp vegetatie Kortenh. Plassen;NL11;;;M27;134743;472295;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3230-EAG-3;NL11_6_7
PKH237;mp vegetatie Kortenh. Plassen;NL11;;;M27;134814;472155;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;3230;3230-EAG-3;NL11_6_7
PKH238;mp vegetatie Kortenh. Plassen;NL11;;;M27;134867;472241;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3230-EAG-3;NL11_6_7
PKH239;mp vegetatie Kortenh. Plassen;NL11;;;M27;135202;472273;;;plas;;MACFTKRW_VISKRW;;KRW;;HYBI;;Veen;3230;3230-EAG-3;NL11_6_7
PKH240;mp vegetatie Kortenh. Plassen;NL11;;;M27;135104;472303;;;plas;;MACEVKRWTT_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH241;mp vegetatie Kortenh. Plassen;NL11;;;M27;135040;472234;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH242;mp vegetatie Kortenh. Plassen;NL11;;;M27;135153;472195;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH243;mp vegetatie Kortenh. Plassen;NL11;;;M27;134921;472493;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH244;mp vegetatie Kortenh. Plassen;NL11;;;M27;135015;472450;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH245;mp vegetatie Kortenh. Plassen;NL11;;;M27;135025;472569;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH246;mp vegetatie Kortenh. Plassen;NL11;;;M27;135117;472532;;;plas;;MACFTKRW_VISKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH247;mp vegetatie Kortenh. Plassen;NL11;;;M27;135263;472420;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH248;mp vegetatie Kortenh. Plassen;NL11;;;M27;135289;472474;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH249;mp vegetatie Kortenh. Plassen;NL11;;;M27;135201;472527;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_VISKRW;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH250;mp vegetatie Kortenh. Plassen;NL11;;;M27;135169;472456;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH251;mp vegetatie Kortenh. Plassen;NL11;;;M27;135203;472857;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;3230;3230-EAG-3;NL11_6_7
PKH252;mp vegetatie Kortenh. Plassen;NL11;;;M27;135128;472915;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH253;mp vegetatie Kortenh. Plassen;NL11;;;M27;135247;472942;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH254;mp vegetatie Kortenh. Plassen;NL11;;;M27;135151;472990;;;plas;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH255;mp vegetatie Kortenh. Plassen;NL11;;;M27;135291;473110;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH256;mp vegetatie Kortenh. Plassen;NL11;;;M27;135381;473066;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH257;mp vegetatie Kortenh. Plassen;NL11;;;M27;135324;472984;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH258;mp vegetatie Kortenh. Plassen;NL11;;;M27;135228;473037;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH259;mp vegetatie Kortenh. Plassen;NL11;;;M27;133596;469883;;;plas_dras;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;3230;3230-EAG-1;NL11_6_6
PKH260;mp vegetatie Kortenh. Plassen;NL11;;;M27;133680;469818;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH261;mp vegetatie Kortenh. Plassen;NL11;;;M27;133649;469750;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;3230;3230-EAG-1;NL11_6_6
PKH262;mp vegetatie Kortenh. Plassen;NL11;;;M27;133577;469824;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH263;mp vegetatie Kortenh. Plassen;NL11;;;M27;133730;470097;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;3230;3230-EAG-1;NL11_6_6
PKH264;mp vegetatie Kortenh. Plassen;NL11;;;M27;133633;470128;;;plas_dras;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH265;mp vegetatie Kortenh. Plassen;NL11;;;M27;133673;470030;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;3230;3230-EAG-1;NL11_6_6
PKH266;mp vegetatie Kortenh. Plassen;NL11;;;M27;133768;469996;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH267;mp vegetatie Kortenh. Plassen;NL11;;;M27;135475;470695;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;3230;3230-EAG-5;NL11_6_8
PKH268;mp vegetatie Kortenh. Plassen;NL11;;;M27;135499;470783;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;48;3230-EAG-5;NL11_6_8
PKH269;mp vegetatie Kortenh. Plassen;NL11;;;M27;135411;470838;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;3230;3230-EAG-5;NL11_6_8
PKH270;mp vegetatie Kortenh. Plassen;NL11;;;M27;135363;470744;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;48;3230-EAG-5;NL11_6_8
PKH271;mp vegetatie Kortenh. Plassen;NL11;;;M27;134163;470168;;;lijnvormig;;MACEVKRW_MACFTKRW_VISKRW;;KRW;;HYBI;;Water;3230;3230-EAG-1;NL11_6_6
PKH272;mp vegetatie Kortenh. Plassen;NL11;;;M27;134067;470224;;;plas_dras;;MACEVKRWTT_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH273;mp vegetatie Kortenh. Plassen;NL11;;;M27;134018;470136;;;plas;;MACFTKRW_VISKRW;;KRW;;HYBI;;Water;3230;3230-EAG-1;NL11_6_6
PKH274;mp vegetatie Kortenh. Plassen;NL11;;;M27;134113;470099;;;plas_dras;;MACFTKRW;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH275;mp vegetatie Kortenh. Plassen;NL11;;;M27;135215;470874;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;3230;3230-EAG-5;NL11_6_8
PKH276;mp vegetatie Kortenh. Plassen;NL11;;;M27;135122;470952;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Veen;48;3230-EAG-5;NL11_6_8
PKH277;mp vegetatie Kortenh. Plassen;NL11;;;M27;135175;471019;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Veen;3230;3230-EAG-5;NL11_6_8
PKH278;mp vegetatie Kortenh. Plassen;NL11;;;M27;135262;470960;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_VISKRW;;KRW;;HYBI;;Water;48;3230-EAG-5;NL11_6_8
PKH279;mp vegetatie Kortenh. Plassen;NL11;;;M27;135387;470963;;;plas;;MACEVKRW_MACEVKRWTT_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_VISKRW;;KRW;;HYBI;;Water;3230;3230-EAG-5;NL11_6_8
PKH280;mp vegetatie Kortenh. Plassen;NL11;;;M27;135479;470965;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;48;3230-EAG-5;NL11_6_8
PKH281;mp vegetatie Kortenh. Plassen;NL11;;;M27;135529;471009;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Water;3230;3230-EAG-5;NL11_6_8
PKH282;mp vegetatie Kortenh. Plassen;NL11;;;M27;135446;471054;;;plas;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Veen;48;3230-EAG-5;NL11_6_8
PKH283;mp vegetatie Kortenh. Plassen;NL11;;;M27;133677;471827;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
